C2(X)	C2(Y)	C3(X)	C3(Y)	D1(X)	D1(Y)	D3(X)	D3(Y)	D4(X)	D4(Y)
6986.782	-4790	6986.782	-5080	6986.782	-3832.5	6986.782	-5195	6986.782	3220
6986.783	-4815	6986.783	-5112.5	6986.783	-3887.5	6986.783	-5245	6986.783	3220
6986.784	-4892.5	6986.784	-5132.5	6986.784	-4212.5	6986.784	-5360	6986.784	3260
6986.785	-4937.5	6986.785	-5065	6986.785	-4335	6986.785	-5362.5	6986.785	3265
6986.786	-5057.5	6986.786	-5040	6986.786	-4282.5	6986.786	-5362.5	6986.786	3312.5
6986.787	-5017.5	6986.787	-5087.5	6986.787	-4357.5	6986.787	-5370	6986.787	3342.5
6986.788	-4930	6986.788	-4970	6986.788	-4312.5	6986.788	-5330	6986.788	3370
6986.789	-4802.5	6986.789	-4885	6986.789	-4022.5	6986.789	-5192.5	6986.789	3410
6986.79	-4780	6986.79	-4787.5	6986.79	-3942.5	6986.79	-5177.5	6986.79	3437.5
6986.791	-4640	6986.791	-4732.5	6986.791	-3637.5	6986.791	-5065	6986.791	3465
6986.792	-4457.5	6986.792	-4635	6986.792	-3405	6986.792	-4975	6986.792	3492.5
6986.793	-4335	6986.793	-4545	6986.793	-3192.5	6986.793	-4872.5	6986.793	3517.5
6986.794	-4195	6986.794	-4560	6986.794	-2942.5	6986.794	-4700	6986.794	3560
6986.795	-4170	6986.795	-4450	6986.795	-2765	6986.795	-4692.5	6986.795	3592.5
6986.796	-3980	6986.796	-4460	6986.796	-2805	6986.796	-4627.5	6986.796	3615
6986.797	-3947.5	6986.797	-4382.5	6986.797	-2582.5	6986.797	-4535	6986.797	3622.5
6986.798	-3907.5	6986.798	-4415	6986.798	-2587.5	6986.798	-4507.5	6986.798	3650
6986.799	-3902.5	6986.799	-4375	6986.799	-2810	6986.799	-4550	6986.799	3682.5
6986.8	-3965	6986.8	-4407.5	6986.8	-2950	6986.8	-4510	6986.8	3672.5
6986.801	-4020	6986.801	-4465	6986.801	-3087.5	6986.801	-4640	6986.801	3712.5
6986.802	-4150	6986.802	-4385	6986.802	-3395	6986.802	-4802.5	6986.802	3722.5
6986.803	-4182.5	6986.803	-4407.5	6986.803	-3450	6986.803	-4840	6986.803	3752.5
6986.804	-4335	6986.804	-4400	6986.804	-3680	6986.804	-4915	6986.804	3755
6986.805	-4362.5	6986.805	-4387.5	6986.805	-3652.5	6986.805	-4967.5	6986.805	3770
6986.806	-4445	6986.806	-4372.5	6986.806	-3750	6986.806	-4955	6986.806	3777.5
6986.807	-4427.5	6986.807	-4332.5	6986.807	-3710	6986.807	-4970	6986.807	3807.5
6986.808	-4305	6986.808	-4222.5	6986.808	-3727.5	6986.808	-4927.5	6986.808	3855
6986.809	-4315	6986.809	-4250	6986.809	-3555	6986.809	-4830	6986.809	3855
6986.81	-4137.5	6986.81	-4185	6986.81	-3442.5	6986.81	-4725	6986.81	3890
6986.811	-3987.5	6986.811	-4145	6986.811	-3240	6986.811	-4747.5	6986.811	3907.5
6986.812	-3835	6986.812	-4077.5	6986.812	-2900	6986.812	-4557.5	6986.812	3917.5
6986.813	-3832.5	6986.813	-3982.5	6986.813	-2780	6986.813	-4465	6986.813	3917.5
6986.814	-3655	6986.814	-3920	6986.814	-2680	6986.814	-4327.5	6986.814	3947.5
6986.815	-3522.5	6986.815	-3857.5	6986.815	-2440	6986.815	-4282.5	6986.815	3970
6986.816	-3502.5	6986.816	-3807.5	6986.816	-2317.5	6986.816	-4270	6986.816	3985
6986.817	-3342.5	6986.817	-3742.5	6986.817	-2200	6986.817	-4122.5	6986.817	4020
6986.818	-3322.5	6986.818	-3750	6986.818	-2385	6986.818	-4085	6986.818	4047.5
6986.819	-3327.5	6986.819	-3822.5	6986.819	-2500	6986.819	-4122.5	6986.819	4042.5
6986.82	-3385	6986.82	-3770	6986.82	-2570	6986.82	-4150	6986.82	4057.5
6986.821	-3355	6986.821	-3832.5	6986.821	-2655	6986.821	-4197.5	6986.821	4080
6986.822	-3452.5	6986.822	-3772.5	6986.822	-2955	6986.822	-4265	6986.822	4085
6986.823	-3565	6986.823	-3802.5	6986.823	-3022.5	6986.823	-4302.5	6986.823	4092.5
6986.824	-3682.5	6986.824	-3765	6986.824	-3252.5	6986.824	-4395	6986.824	4100
6986.825	-3750	6986.825	-3792.5	6986.825	-3282.5	6986.825	-4417.5	6986.825	4140
6986.826	-3692.5	6986.826	-3785	6986.826	-3225	6986.826	-4332.5	6986.826	4155
6986.827	-3755	6986.827	-3762.5	6986.827	-3290	6986.827	-4345	6986.827	4135
6986.828	-3822.5	6986.828	-3742.5	6986.828	-3215	6986.828	-4317.5	6986.828	4132.5
6986.829	-3747.5	6986.829	-3682.5	6986.829	-3137.5	6986.829	-4285	6986.829	4152.5
6986.83	-3640	6986.83	-3592.5	6986.83	-2882.5	6986.83	-4095	6986.83	4152.5
6986.831	-3510	6986.831	-3605	6986.831	-2775	6986.831	-3985	6986.831	4182.5
6986.832	-3402.5	6986.832	-3482.5	6986.832	-2372.5	6986.832	-3885	6986.832	4232.5
6986.833	-3265	6986.833	-3395	6986.833	-2262.5	6986.833	-3742.5	6986.833	4172.5
6986.834	-3145	6986.834	-3350	6986.834	-2105	6986.834	-3580	6986.834	4187.5
6986.835	-2922.5	6986.835	-3232.5	6986.835	-1792.5	6986.835	-3430	6986.835	4222.5
6986.836	-2887.5	6986.836	-3230	6986.836	-1815	6986.836	-3360	6986.836	4252.5
6986.837	-2835	6986.837	-3247.5	6986.837	-1727.5	6986.837	-3317.5	6986.837	4257.5
6986.838	-2667.5	6986.838	-3172.5	6986.838	-1695	6986.838	-3217.5	6986.838	4300
6986.839	-2690	6986.839	-3200	6986.839	-1857.5	6986.839	-3277.5	6986.839	4307.5
6986.84	-2735	6986.84	-3185	6986.84	-2000	6986.84	-3280	6986.84	4295
6986.841	-2925	6986.841	-3187.5	6986.841	-2130	6986.841	-3337.5	6986.841	4312.5
6986.842	-3042.5	6986.842	-3225	6986.842	-2330	6986.842	-3327.5	6986.842	4310
6986.843	-3062.5	6986.843	-3165	6986.843	-2385	6986.843	-3380	6986.843	4320
6986.844	-3140	6986.844	-3212.5	6986.844	-2770	6986.844	-3450	6986.844	4347.5
6986.845	-3200	6986.845	-3182.5	6986.845	-2857.5	6986.845	-3525	6986.845	4350
6986.846	-3265	6986.846	-3110	6986.846	-2840	6986.846	-3565	6986.846	4332.5
6986.847	-3222.5	6986.847	-3200	6986.847	-2870	6986.847	-3555	6986.847	4322.5
6986.848	-3207.5	6986.848	-3132.5	6986.848	-2832.5	6986.848	-3420	6986.848	4370
6986.849	-3150	6986.849	-3072.5	6986.849	-2612.5	6986.849	-3452.5	6986.849	4375
6986.85	-3035	6986.85	-2997.5	6986.85	-2452.5	6986.85	-3267.5	6986.85	4370
6986.851	-2882.5	6986.851	-2885	6986.851	-2225	6986.851	-3195	6986.851	4392.5
6986.852	-2827.5	6986.852	-2912.5	6986.852	-2055	6986.852	-3160	6986.852	4390
6986.853	-2652.5	6986.853	-2802.5	6986.853	-1827.5	6986.853	-3020	6986.853	4405
6986.854	-2522.5	6986.854	-2705	6986.854	-1685	6986.854	-2902.5	6986.854	4417.5
6986.855	-2462.5	6986.855	-2750	6986.855	-1560	6986.855	-2775	6986.855	4395
6986.856	-2417.5	6986.856	-2747.5	6986.856	-1440	6986.856	-2747.5	6986.856	4402.5
6986.857	-2420	6986.857	-2785	6986.857	-1505	6986.857	-2737.5	6986.857	4397.5
6986.858	-2452.5	6986.858	-2825	6986.858	-1635	6986.858	-2747.5	6986.858	4405
6986.859	-2407.5	6986.859	-2845	6986.859	-1765	6986.859	-2805	6986.859	4400
6986.86	-2452.5	6986.86	-2825	6986.86	-2017.5	6986.86	-2795	6986.86	4405
6986.861	-2537.5	6986.861	-2950	6986.861	-2035	6986.861	-2937.5	6986.861	4375
6986.862	-2972.5	6986.862	-3287.5	6986.862	-2610	6986.862	-3290	6986.862	4312.5
6986.863	-3287.5	6986.863	-3527.5	6986.863	-2935	6986.863	-3600	6986.863	4262.5
6986.864	-3605	6986.864	-3690	6986.864	-3142.5	6986.864	-3952.5	6986.864	4222.5
6986.865	-3787.5	6986.865	-3827.5	6986.865	-3547.5	6986.865	-4085	6986.865	4220
6986.866	-4132.5	6986.866	-4020	6986.866	-3687.5	6986.866	-4377.5	6986.866	4140
6986.867	-4015	6986.867	-3932.5	6986.867	-3825	6986.867	-4257.5	6986.867	4162.5
6986.868	-4150	6986.868	-4172.5	6986.868	-3862.5	6986.868	-4512.5	6986.868	4112.5
6986.869	-4275	6986.869	-4347.5	6986.869	-3725	6986.869	-4592.5	6986.869	4035
6986.87	-4992.5	6986.87	-5060	6986.87	-4302.5	6986.87	-5345	6986.87	3857.5
6986.871	-4967.5	6986.871	-5130	6986.871	-4347.5	6986.871	-5275	6986.871	3895
6986.872	-4295	6986.872	-4440	6986.872	-3627.5	6986.872	-4600	6986.872	4060
6986.873	-3965	6986.873	-4220	6986.873	-3367.5	6986.873	-4265	6986.873	4122.5
6986.874	-3817.5	6986.874	-4080	6986.874	-3117.5	6986.874	-4122.5	6986.874	4102.5
6986.875	-3075	6986.875	-3387.5	6986.875	-2367.5	6986.875	-3465	6986.875	4297.5
6986.876	-2892.5	6986.876	-3285	6986.876	-2237.5	6986.876	-3302.5	6986.876	4300
6986.877	-3090	6986.877	-3482.5	6986.877	-2320	6986.877	-3410	6986.877	4250
6986.878	-2525	6986.878	-2882.5	6986.878	-1860	6986.878	-2837.5	6986.878	4392.5
6986.879	-2492.5	6986.879	-2897.5	6986.879	-1967.5	6986.879	-2812.5	6986.879	4390
6986.88	-2797.5	6986.88	-3260	6986.88	-2267.5	6986.88	-3192.5	6986.88	4297.5
6986.881	-2657.5	6986.881	-2960	6986.881	-2267.5	6986.881	-2970	6986.881	4370
6986.882	-3182.5	6986.882	-3405	6986.882	-2827.5	6986.882	-3477.5	6986.882	4237.5
6986.883	-3022.5	6986.883	-3082.5	6986.883	-2655	6986.883	-3275	6986.883	4360
6986.884	-2910	6986.884	-2842.5	6986.884	-2507.5	6986.884	-3090	6986.884	4392.5
6986.885	-2687.5	6986.885	-2562.5	6986.885	-2582.5	6986.885	-2817.5	6986.885	4492.5
6986.886	-2617.5	6986.886	-2605	6986.886	-2452.5	6986.886	-2830	6986.886	4460
6986.887	-2895	6986.887	-2750	6986.887	-2542.5	6986.887	-3037.5	6986.887	4405
6986.888	-2960	6986.888	-2895	6986.888	-2495	6986.888	-3237.5	6986.888	4370
6986.889	-3057.5	6986.889	-2970	6986.889	-2667.5	6986.889	-3300	6986.889	4332.5
6986.89	-3027.5	6986.89	-2957.5	6986.89	-2582.5	6986.89	-3260	6986.89	4335
6986.891	-2995	6986.891	-2935	6986.891	-2295	6986.891	-3192.5	6986.891	4317.5
6986.892	-2860	6986.892	-3015	6986.892	-2167.5	6986.892	-3182.5	6986.892	4272.5
6986.893	-2820	6986.893	-2992.5	6986.893	-2207.5	6986.893	-3080	6986.893	4272.5
6986.894	-2770	6986.894	-3065	6986.894	-2090	6986.894	-3097.5	6986.894	4267.5
6986.895	-2687.5	6986.895	-2992.5	6986.895	-1875	6986.895	-2990	6986.895	4275
6986.896	-2635	6986.896	-2987.5	6986.896	-1820	6986.896	-2965	6986.896	4275
6986.897	-2597.5	6986.897	-3040	6986.897	-1810	6986.897	-2925	6986.897	4272.5
6986.898	-2617.5	6986.898	-3020	6986.898	-1850	6986.898	-2860	6986.898	4250
6986.899	-2577.5	6986.899	-3005	6986.899	-2032.5	6986.899	-2927.5	6986.899	4267.5
6986.9	-2632.5	6986.9	-3040	6986.9	-2240	6986.9	-3007.5	6986.9	4265
6986.901	-2790	6986.901	-3070	6986.901	-2295	6986.901	-3077.5	6986.901	4285
6986.902	-2890	6986.902	-3067.5	6986.902	-2687.5	6986.902	-3167.5	6986.902	4255
6986.903	-2962.5	6986.903	-3032.5	6986.903	-2625	6986.903	-3237.5	6986.903	4267.5
6986.904	-3027.5	6986.904	-3087.5	6986.904	-2925	6986.904	-3247.5	6986.904	4262.5
6986.905	-3037.5	6986.905	-3027.5	6986.905	-2930	6986.905	-3297.5	6986.905	4277.5
6986.906	-2990	6986.906	-2997.5	6986.906	-2970	6986.906	-3295	6986.906	4282.5
6986.907	-3015	6986.907	-3042.5	6986.907	-2902.5	6986.907	-3237.5	6986.907	4235
6986.908	-2997.5	6986.908	-2915	6986.908	-2805	6986.908	-3212.5	6986.908	4290
6986.909	-2877.5	6986.909	-2847.5	6986.909	-2600	6986.909	-3197.5	6986.909	4270
6986.91	-2792.5	6986.91	-2815	6986.91	-2550	6986.91	-3100	6986.91	4277.5
6986.911	-2680	6986.911	-2710	6986.911	-2192.5	6986.911	-2932.5	6986.911	4280
6986.912	-2585	6986.912	-2655	6986.912	-1922.5	6986.912	-2787.5	6986.912	4295
6986.913	-2490	6986.913	-2615	6986.913	-1812.5	6986.913	-2665	6986.913	4292.5
6986.914	-2327.5	6986.914	-2577.5	6986.914	-1642.5	6986.914	-2555	6986.914	4260
6986.915	-2207.5	6986.915	-2452.5	6986.915	-1520	6986.915	-2415	6986.915	4297.5
6986.916	-2170	6986.916	-2477.5	6986.916	-1442.5	6986.916	-2370	6986.916	4330
6986.917	-2100	6986.917	-2427.5	6986.917	-1372.5	6986.917	-2300	6986.917	4310
6986.918	-2017.5	6986.918	-2307.5	6986.918	-1360	6986.918	-2285	6986.918	4330
6986.919	-1975	6986.919	-2292.5	6986.919	-1447.5	6986.919	-2262.5	6986.919	4307.5
6986.92	-2057.5	6986.92	-2342.5	6986.92	-1577.5	6986.92	-2290	6986.92	4310
6986.921	-2080	6986.921	-2240	6986.921	-1595	6986.921	-2282.5	6986.921	4320
6986.922	-2135	6986.922	-2250	6986.922	-1927.5	6986.922	-2442.5	6986.922	4317.5
6986.923	-2212.5	6986.923	-2227.5	6986.923	-2050	6986.923	-2420	6986.923	4325
6986.924	-2262.5	6986.924	-2230	6986.924	-2142.5	6986.924	-2465	6986.924	4340
6986.925	-2372.5	6986.925	-2245	6986.925	-2272.5	6986.925	-2505	6986.925	4325
6986.926	-2322.5	6986.926	-2210	6986.926	-2255	6986.926	-2465	6986.926	4347.5
6986.927	-2310	6986.927	-2145	6986.927	-2202.5	6986.927	-2447.5	6986.927	4337.5
6986.928	-2260	6986.928	-2042.5	6986.928	-2117.5	6986.928	-2457.5	6986.928	4350
6986.929	-2200	6986.929	-1980	6986.929	-1972.5	6986.929	-2355	6986.929	4367.5
6986.93	-1940	6986.93	-1920	6986.93	-1755	6986.93	-2262.5	6986.93	4352.5
6986.931	-1797.5	6986.931	-1780	6986.931	-1592.5	6986.931	-2160	6986.931	4382.5
6986.932	-1775	6986.932	-1805	6986.932	-1425	6986.932	-2050	6986.932	4360
6986.933	-1670	6986.933	-1750	6986.933	-1207.5	6986.933	-1847.5	6986.933	4360
6986.934	-1550	6986.934	-1665	6986.934	-1015	6986.934	-1775	6986.934	4345
6986.935	-1680	6986.935	-1847.5	6986.935	-1032.5	6986.935	-1830	6986.935	4290
6986.936	-2030	6986.936	-2357.5	6986.936	-1187.5	6986.936	-2215	6986.936	4175
6986.937	-1847.5	6986.937	-2155	6986.937	-1060	6986.937	-1987.5	6986.937	4240
6986.938	-597.5	6986.938	-1032.5	6986.938	202.5	6986.938	-712.5	6986.938	4487.5
6986.939	1992.5	6986.939	1305	6986.939	2467.5	6986.939	1647.5	6986.939	5015
6986.94	5667.5	6986.94	4430	6986.94	5820	6986.94	4525	6986.94	5560
6986.941	10552.5	6986.941	8840	6986.941	10352.5	6986.941	8615	6986.941	6575
6986.942	16402.5	6986.942	14897.5	6986.942	15617.5	6986.942	14550	6986.942	8142.5
6986.943	24160	6986.943	23870	6986.943	21557.5	6986.943	23647.5	6986.943	11017.5
6986.944	33260	6986.944	35972.5	6986.944	28397.5	6986.944	35962.5	6986.944	15000
6986.945	38927.5	6986.945	44862.5	6986.945	31437.5	6986.945	44097.5	6986.945	17672.5
6986.946	46002.5	6986.946	54875	6986.946	34320	6986.946	52417.5	6986.946	19862.5
6986.947	55852.5	6986.947	67397.5	6986.947	40955	6986.947	64330	6986.947	22712.5
6986.948	61377.5	6986.948	73942.5	6986.948	39022.5	6986.948	71502.5	6986.948	23827.5
6986.949	53525	6986.949	71157.5	6986.949	12305	6986.949	68455	6986.949	25580
6986.95	10985	6986.95	29412.5	6986.95	5530	6986.95	17542.5	6986.95	15577.5
6986.951	6245	6986.951	-732.5	6986.951	7842.5	6986.951	5475	6986.951	2175
6986.952	8492.5	6986.952	5280	6986.952	8837.5	6986.952	9520	6986.952	5467.5
6986.953	8725	6986.953	7387.5	6986.953	8977.5	6986.953	10675	6986.953	6500
6986.954	9410	6986.954	8910	6986.954	9787.5	6986.954	11922.5	6986.954	7137.5
6986.955	8645	6986.955	8387.5	6986.955	9840	6986.955	11500	6986.955	7067.5
6986.956	7402.5	6986.956	7222.5	6986.956	9217.5	6986.956	10460	6986.956	6850
6986.957	6975	6986.957	7155	6986.957	8777.5	6986.957	10215	6986.957	6955
6986.958	7527.5	6986.958	7832.5	6986.958	8980	6986.958	10760	6986.958	7157.5
6986.959	8122.5	6986.959	8617.5	6986.959	9457.5	6986.959	11362.5	6986.959	7322.5
6986.96	8220	6986.96	8792.5	6986.96	9400	6986.96	11412.5	6986.96	7405
6986.961	8997.5	6986.961	9992.5	6986.961	9700	6986.961	12305	6986.961	7720
6986.962	10217.5	6986.962	11400	6986.962	10282.5	6986.962	13630	6986.962	8140
6986.963	11507.5	6986.963	12945	6986.963	10782.5	6986.963	14882.5	6986.963	8517.5
6986.964	12712.5	6986.964	14537.5	6986.964	11285	6986.964	16242.5	6986.964	8912.5
6986.965	13890	6986.965	16040	6986.965	11582.5	6986.965	17475	6986.965	9280
6986.966	14997.5	6986.966	17452.5	6986.966	12230	6986.966	18567.5	6986.966	9542.5
6986.967	15977.5	6986.967	18535	6986.967	12527.5	6986.967	19440	6986.967	9725
6986.968	16745	6986.968	19390	6986.968	13032.5	6986.968	20105	6986.968	9825
6986.969	17250	6986.969	19880	6986.969	13415	6986.969	20450	6986.969	9862.5
6986.97	17657.5	6986.97	20220	6986.97	13780	6986.97	20702.5	6986.97	9845
6986.971	17977.5	6986.971	20290	6986.971	14032.5	6986.971	20747.5	6986.971	9780
6986.972	18077.5	6986.972	20195	6986.972	14170	6986.972	20617.5	6986.972	9690
6986.973	18055	6986.973	20002.5	6986.973	14120	6986.973	20535	6986.973	9577.5
6986.974	17860	6986.974	19767.5	6986.974	14190	6986.974	20207.5	6986.974	9477.5
6986.975	17742.5	6986.975	19372.5	6986.975	14142.5	6986.975	19850	6986.975	9332.5
6986.976	17462.5	6986.976	19032.5	6986.976	13847.5	6986.976	19375	6986.976	9227.5
6986.977	17147.5	6986.977	18567.5	6986.977	13597.5	6986.977	18932.5	6986.977	9042.5
6986.978	16752.5	6986.978	18095	6986.978	13285	6986.978	18432.5	6986.978	8897.5
6986.979	16347.5	6986.979	17562.5	6986.979	12912.5	6986.979	17852.5	6986.979	8750
6986.98	15762.5	6986.98	16970	6986.98	12357.5	6986.98	17250	6986.98	8590
6986.981	15300	6986.981	16432.5	6986.981	11765	6986.981	16645	6986.981	8457.5
6986.982	14727.5	6986.982	15800	6986.982	11217.5	6986.982	15935	6986.982	8280
6986.983	14162.5	6986.983	15265	6986.983	10692.5	6986.983	15302.5	6986.983	8155
6986.984	13602.5	6986.984	14755	6986.984	10182.5	6986.984	14670	6986.984	8007.5
6986.985	13060	6986.985	14097.5	6986.985	9710	6986.985	14037.5	6986.985	7850
6986.986	12680	6986.986	13655	6986.986	9370	6986.986	13482.5	6986.986	7755
6986.987	12292.5	6986.987	13067.5	6986.987	8757.5	6986.987	12977.5	6986.987	7610
6986.988	11945	6986.988	12662.5	6986.988	8522.5	6986.988	12507.5	6986.988	7495
6986.989	11562.5	6986.989	12175	6986.989	8287.5	6986.989	12070	6986.989	7362.5
6986.99	11187.5	6986.99	11800	6986.99	8210	6986.99	11670	6986.99	7252.5
6986.991	10935	6986.991	11375	6986.991	8100	6986.991	11280	6986.991	7112.5
6986.992	10765	6986.992	10980	6986.992	8060	6986.992	11005	6986.992	7030
6986.993	10527.5	6986.993	10617.5	6986.993	7787.5	6986.993	10670	6986.993	6940
6986.994	10225	6986.994	10217.5	6986.994	7607.5	6986.994	10295	6986.994	6822.5
6986.995	9947.5	6986.995	9882.5	6986.995	7642.5	6986.995	9962.5	6986.995	6690
6986.996	9670	6986.996	9540	6986.996	7537.5	6986.996	9665	6986.996	6612.5
6986.997	9455	6986.997	9207.5	6986.997	7212.5	6986.997	9325	6986.997	6490
6986.998	9100	6986.998	8822.5	6986.998	6945	6986.998	9007.5	6986.998	6377.5
6986.999	8772.5	6986.999	8490	6986.999	6585	6986.999	8590	6986.999	6272.5
6987	8297.5	6987	8045	6987	6160	6987	8212.5	6987	6160
6987.001	7895	6987.001	7730	6987.001	5695	6987.001	7762.5	6987.001	6037.5
6987.002	7512.5	6987.002	7297.5	6987.002	5162.5	6987.002	7290	6987.002	5932.5
6987.003	7157.5	6987.003	6967.5	6987.003	4855	6987.003	6840	6987.003	5822.5
6987.004	6795	6987.004	6597.5	6987.004	4572.5	6987.004	6507.5	6987.004	5712.5
6987.005	6412.5	6987.005	6222.5	6987.005	4180	6987.005	6060	6987.005	5640
6987.006	6027.5	6987.006	5870	6987.006	4015	6987.006	5715	6987.006	5507.5
6987.007	5705	6987.007	5492.5	6987.007	3732.5	6987.007	5350	6987.007	5437.5
6987.008	5372.5	6987.008	5207.5	6987.008	3540	6987.008	5042.5	6987.008	5277.5
6987.009	5080	6987.009	4865	6987.009	3530	6987.009	4787.5	6987.009	5187.5
6987.01	4967.5	6987.01	4575	6987.01	3522.5	6987.01	4510	6987.01	5080
6987.011	4650	6987.011	4225	6987.011	3437.5	6987.011	4190	6987.011	4980
6987.012	4527.5	6987.012	3992.5	6987.012	3480	6987.012	3965	6987.012	4895
6987.013	4330	6987.013	3602.5	6987.013	3325	6987.013	3680	6987.013	4770
6987.014	4060	6987.014	3292.5	6987.014	3282.5	6987.014	3417.5	6987.014	4642.5
6987.015	3837.5	6987.015	2997.5	6987.015	3222.5	6987.015	3207.5	6987.015	4550
6987.016	3537.5	6987.016	2642.5	6987.016	3085	6987.016	2935	6987.016	4437.5
6987.017	3290	6987.017	2332.5	6987.017	2965	6987.017	2615	6987.017	4320
6987.018	2870	6987.018	1922.5	6987.018	2640	6987.018	2227.5	6987.018	4215
6987.019	2557.5	6987.019	1560	6987.019	2282.5	6987.019	1885	6987.019	4092.5
6987.02	2122.5	6987.02	1180	6987.02	1865	6987.02	1425	6987.02	3977.5
6987.021	1767.5	6987.021	837.5	6987.021	1575	6987.021	1022.5	6987.021	3857.5
6987.022	1337.5	6987.022	430	6987.022	1172.5	6987.022	540	6987.022	3720
6987.023	952.5	6987.023	77.5	6987.023	755	6987.023	200	6987.023	3627.5
6987.024	592.5	6987.024	-295	6987.024	350	6987.024	-187.5	6987.024	3547.5
6987.025	122.5	6987.025	-692.5	6987.025	-97.5	6987.025	-632.5	6987.025	3400
6987.026	-240	6987.026	-1085	6987.026	-405	6987.026	-952.5	6987.026	3310
6987.027	-602.5	6987.027	-1357.5	6987.027	-660	6987.027	-1340	6987.027	3200
6987.028	-897.5	6987.028	-1647.5	6987.028	-750	6987.028	-1680	6987.028	3107.5
6987.029	-1202.5	6987.029	-1887.5	6987.029	-985	6987.029	-1855	6987.029	2997.5
6987.03	-1305	6987.03	-2110	6987.03	-790	6987.03	-2122.5	6987.03	2915
6987.031	-1590	6987.031	-2442.5	6987.031	-760	6987.031	-2307.5	6987.031	2840
6987.032	-1655	6987.032	-2637.5	6987.032	-830	6987.032	-2527.5	6987.032	2720
6987.033	-1812.5	6987.033	-2945	6987.033	-745	6987.033	-2660	6987.033	2627.5
6987.034	-2000	6987.034	-3190	6987.034	-912.5	6987.034	-2887.5	6987.034	2560
6987.035	-2157.5	6987.035	-3372.5	6987.035	-915	6987.035	-3130	6987.035	2480
6987.036	-2292.5	6987.036	-3595	6987.036	-1082.5	6987.036	-3270	6987.036	2402.5
6987.037	-2502.5	6987.037	-3832.5	6987.037	-1202.5	6987.037	-3442.5	6987.037	2320
6987.038	-2695	6987.038	-4055	6987.038	-1370	6987.038	-3635	6987.038	2260
6987.039	-2955	6987.039	-4297.5	6987.039	-1607.5	6987.039	-3862.5	6987.039	2185
6987.04	-3260	6987.04	-4522.5	6987.04	-1915	6987.04	-4232.5	6987.04	2110
6987.041	-3577.5	6987.041	-4820	6987.041	-2360	6987.041	-4492.5	6987.041	1987.5
6987.042	-3850	6987.042	-5042.5	6987.042	-2740	6987.042	-4775	6987.042	1947.5
6987.043	-4122.5	6987.043	-5207.5	6987.043	-2830	6987.043	-5017.5	6987.043	1907.5
6987.044	-4387.5	6987.044	-5430	6987.044	-3217.5	6987.044	-5287.5	6987.044	1862.5
6987.045	-4660	6987.045	-5597.5	6987.045	-3602.5	6987.045	-5547.5	6987.045	1782.5
6987.046	-4790	6987.046	-5790	6987.046	-3782.5	6987.046	-5797.5	6987.046	1712.5
6987.047	-4930	6987.047	-5867.5	6987.047	-3930	6987.047	-5947.5	6987.047	1662.5
6987.048	-5092.5	6987.048	-6007.5	6987.048	-4005	6987.048	-6115	6987.048	1627.5
6987.049	-5210	6987.049	-6152.5	6987.049	-4102.5	6987.049	-6150	6987.049	1582.5
6987.05	-5280	6987.05	-6267.5	6987.05	-3877.5	6987.05	-6210	6987.05	1537.5
6987.051	-5305	6987.051	-6290	6987.051	-3820	6987.051	-6207.5	6987.051	1502.5
6987.052	-5257.5	6987.052	-6350	6987.052	-3632.5	6987.052	-6170	6987.052	1450
6987.053	-5202.5	6987.053	-6392.5	6987.053	-3605	6987.053	-6200	6987.053	1420
6987.054	-5347.5	6987.054	-6532.5	6987.054	-3620	6987.054	-6245	6987.054	1377.5
6987.055	-5192.5	6987.055	-6445	6987.055	-3525	6987.055	-6180	6987.055	1372.5
6987.056	-5245	6987.056	-6527.5	6987.056	-3585	6987.056	-6177.5	6987.056	1345
6987.057	-5297.5	6987.057	-6577.5	6987.057	-3497.5	6987.057	-6247.5	6987.057	1305
6987.058	-5377.5	6987.058	-6630	6987.058	-3530	6987.058	-6302.5	6987.058	1295
6987.059	-5542.5	6987.059	-6790	6987.059	-3695	6987.059	-6380	6987.059	1257.5
6987.06	-5680	6987.06	-6842.5	6987.06	-4000	6987.06	-6537.5	6987.06	1237.5
6987.061	-5732.5	6987.061	-6792.5	6987.061	-4127.5	6987.061	-6657.5	6987.061	1215
6987.062	-5877.5	6987.062	-6915	6987.062	-4550	6987.062	-6850	6987.062	1187.5
6987.063	-6095	6987.063	-6942.5	6987.063	-4670	6987.063	-6940	6987.063	1147.5
6987.064	-6225	6987.064	-7050	6987.064	-4882.5	6987.064	-7020	6987.064	1142.5
6987.065	-6350	6987.065	-7162.5	6987.065	-4880	6987.065	-7187.5	6987.065	1120
6987.066	-6352.5	6987.066	-7127.5	6987.066	-4977.5	6987.066	-7270	6987.066	1110
6987.067	-6440	6987.067	-7135	6987.067	-5222.5	6987.067	-7330	6987.067	1082.5
6987.068	-6442.5	6987.068	-7190	6987.068	-5152.5	6987.068	-7280	6987.068	1092.5
6987.069	-6437.5	6987.069	-7127.5	6987.069	-5077.5	6987.069	-7232.5	6987.069	1065
6987.07	-6357.5	6987.07	-7085	6987.07	-4882.5	6987.07	-7107.5	6987.07	1065
6987.071	-6270	6987.071	-7120	6987.071	-4777.5	6987.071	-7062.5	6987.071	1047.5
6987.072	-6182.5	6987.072	-7095	6987.072	-4612.5	6987.072	-6950	6987.072	1047.5
